image,caption
3527373216.jpg, A woman in pink enjoys her iced tea and appetizer at a restaurant .
3527373216.jpg, A woman holds a piece of bread with white spread at a restaurant .
3527373216.jpg, An older women wearing a pink turtleneck is having dinner .
3527373216.jpg, A woman wearing a pink shirt is eating at a dark table .
3527373216.jpg, A woman in a pink shirt eating dip from a bread bowl .
3527659327.jpg, The football player is trying to catch the football .
3527659327.jpg, A football player is about to catch a football .
3527659327.jpg, A football player is catching the football .
3527659327.jpg, A football player is about to catch a pass .
3527659327.jpg, A man is catching a football .
3527682660.jpg, Three people sit in front of a man who is standing in front of a orange wall with art pictures on it .
3527682660.jpg, A man is standing in front of three people sitting around a table .
3527682660.jpg, Four people are meeting around table in a modern decorated room .
3527682660.jpg, A group of people sitting around a desk .
3527682660.jpg, Four people gathered around a table
3529211822.jpg," A tall , light brown dog is drinking water from atop a table while a small black dog jumps off the table ."
3529211822.jpg, A brown dog is drinking water from a bowl while a black dog jumps down next to him .
3529211822.jpg, The brown dog eats from a bowl on the wooden table as a black dog jumps off .
3529211822.jpg, A little dog jumps off of the bench where a larger dog is eating .
3529211822.jpg, A big dog drinks as a little dog gets down off a deck .
3532782283.jpg, Three people stand looking in the direction of some mountains .
3532782283.jpg, Three people watching the clouds in the mountains .
3532782283.jpg, Three young adults gaze at the approaching storm .
3532782283.jpg, Three people looking toward the mountains .
3532782283.jpg, Three people are facing the mountains .
3534046564.jpg, two black and white dogs running towards each other in the grass
3534046564.jpg, Two dogs face off of each other on the grass .
3534046564.jpg, Two dogs approach each other in the grass .
3534046564.jpg, Two dogs are playing out in a yard .
3534046564.jpg, Two dogs face off in the park .
3534183988.jpg, A man dressed as a pirate is smiling for the camera in between a male and a female .
3534183988.jpg," A man in white , a man in black with a red headscarf , and a blond woman smoking ."
3534183988.jpg, A young man with a red skull cap is smiling and looking at us .
3534183988.jpg, A man wearing a pirate hat and eyepatch smiles at the camera .
3534183988.jpg, Two men holding cups and one lady holding a cigarette .
3534376990.jpg, Young Asian art students are focusing on their work in a very large class .
3534376990.jpg, Students in a classroom of some sort are doing art projects .
3534376990.jpg, Children at a table doing arts and crafts .
3534376990.jpg, People hard at work inside a large room .
3534376990.jpg, A class of art students drawing .
3534592364.jpg, A large group of smiling children dressed in green standing outside of a primary school .
3534592364.jpg, Children gathered outside the Abubakar Umar Memorial Primary School .
3534592364.jpg, Young african american children in green outfits clap in unison .
3534592364.jpg, Children are praying before the beginning of school .
3534592364.jpg, These boys are at Memorial Primary School .
3535372414.jpg, An older woman and a young girl standing in front of a large bush covered in pink flowers .
3535372414.jpg," Older woman puts hands on shoulders of little girl , plants in background ."
3535372414.jpg, Old lady and little girl stand in front of purple flowers .
3535372414.jpg, A woman poses with a small girl in front of a flower bush .
3535372414.jpg, The woman is standing in the garden with a young girl .
3537218226.jpg, A person in a yellow helmet rock climbing while another person waits on the ground with the tether .
3537218226.jpg, One person is rock climbing while another person is holding the rope and watching from below .
3537218226.jpg, A person rock climbing and another man on the ground holding the rope .
3537218226.jpg, Two rock climbers near the base of a rock face .
3537218226.jpg, Two people are rock climbing .
3537400880.jpg, Girl in black and white top and black leggings jumping on trampoline .
3537400880.jpg, A girl doing the splits in the air while jumping on a trampoline .
3537400880.jpg," The girl is jumping on a trampoline , outdoors in a backyard ."
3537400880.jpg, a young woman is jumping on a trampoline
3537400880.jpg, Young woman jumping on trampoline .
3537452619.jpg, A boy wearing jeans and red sneakers is balancing on a red bar .
3537452619.jpg, A teenage boy grinds his skateboard over a red rail .
3537452619.jpg, A boy on a skateboard balances on a red beam .
3537452619.jpg, A skateboarder balances on a red rail .
3537452619.jpg, A skateboarder sliding on a rail .
3537806062.jpg," Two dogs , one brown and one brown and white , running in a yard ."
3537806062.jpg, Two dogs are running together through mowed grass .
3537806062.jpg, Two brown dogs are running on the grass .
3537806062.jpg, The two dogs are running on the grass .
3537806062.jpg, Two dogs play together in the yard .
3538065475.jpg, An Asian man in a warehouse is talking and writing on a clipboard .
3538065475.jpg, An Asian man in a brown hat hold a yellow folder .
3538065475.jpg, A man in a brown hat is standing up in a group .
3538065475.jpg, A man wearing a blue jacket is writing .
3538065475.jpg, A man in a hat is writing .
3538337538.jpg, A man in a white shirt and black pants is walking next to a parked blue bus .
3538337538.jpg, Blue bus parked with back door opened as man in white shirt walk by it .
3538337538.jpg, A man in a white shirt is walking by a large blue bus .
3538337538.jpg," A blue bus is parked on the street , a man walks by ."
3538337538.jpg, A tour bus parked in a park .
353913.jpg, A man wearing a sleeveless vest is lying down in front of double doors with plastic shopping bags at his feet .
353913.jpg, A man wearing all black and with a covered head lies in front of a doorway with grocery bags .
353913.jpg, A man sleeping on the ground against a door with plastic bags by his foot .
353913.jpg, A person is sleeping on the sidewalk with his or his face covered .
353913.jpg, A man in black sleeps in front of a door .
3539422395.jpg," A man wearing shorts and a long-sleeved orange shirt , a woman wearing pink shorts and a long-sleeved white shirt , and two women wearing black shorts , yellow t-shirts , and white hats participate in an organized race ."
3539422395.jpg, A woman with the name Steph on her yellow shirt is participating in a running race with other racers .
3539422395.jpg, Four runners are competing in a road race .
3539422395.jpg, Four runners competing in a road race .
3539422395.jpg, Four runners race down the street .
3539447637.jpg, A brunette wearing a black tank top and camouflage shorts walking down the street in a major city near a metro subway station .
3539447637.jpg, A casually dressed woman is walking in a semi busy suburban town .
3539447637.jpg, A woman with sunglasses is walking on the sidewalk .
3539447637.jpg, A woman in a black tank top walks down the street .
3539447637.jpg, 2 people walking outside in a downtown area .
354017707.jpg, An old man on a subway wearing heavy layered clothing is reading a newspaper .
354017707.jpg," It seems like no matter when I read this , the news is always the same ."
354017707.jpg, Older man riding public transportation while reading a newspaper .
354017707.jpg, An old man with a red scarf reading a newspaper on the subway .
354017707.jpg, A grumpy old man reads a newspaper on public transit .
3540416139.jpg, A golden dog is running across the grass chasing a white toy on the ground .
3540416139.jpg, A dog chases a toy in the grass with its owner in the background .
3540416139.jpg, The brown dog is running outside on the grass .
3540416139.jpg, A dog chases a white animal on a green lawn .
3540416139.jpg, A dog playing outside in the grass .
3541483943.jpg," The boy is jumping a skateboard down the steps , surrounded by graffiti covered walls ."
3541483943.jpg, a skateboarder has kicked his board up onto its back wheels in an indoor skate center .
3541483943.jpg, A man performing a trick on a skateboard at a graffiti covered skate park .
3541483943.jpg, A man wearing a gray shirt is doing a skateboard trick on stairs .
3541483943.jpg, A skateboarder jumping down the stairs .
3541491057.jpg, Brown dog and German shepherd standing near each other in the grass near water .
3541491057.jpg, Two dogs are playing in a grassy field in a park with a lake in the background .
3541491057.jpg, Two large dogs run in green grass with water in the background .
3541491057.jpg, Two dogs are playing in a grassy field
3541491057.jpg, Two dogs play in a field .
3543600125.jpg, a woman in black is sitting next to a man wearing glasses in a coffee shop .
3543600125.jpg, A man and a woman are drinking from ceramic cups in front of a brick wall .
3543600125.jpg, A man and a girl are sitting down and have a drink .
3543600125.jpg, A lady laughs as she and a man drink coffee .
3543600125.jpg, People sitting in building having drinks
35437191.jpg, A man in a white dress shirt and khaki pants is using an object to construct a sand sculpture .
35437191.jpg, A man with a mustache who is wearing white and beige carefully sculpts a sand castle .
35437191.jpg, An older man wearing a hat is building a sand-castle on a public beach .
35437191.jpg, A man is at the beach making a sand sculpture .
35437191.jpg, Man building a sand castle .
3544416931.jpg, Two husky little boys in black dress shirts with longish haircuts stand behind the seated woman in the white blouse .
3544416931.jpg, A woman wearing a white shirt sits in a folding chair with her mouth open while several guys look on .
3544416931.jpg, women in white shirt sitting on a folding chair with three boys in black shirts standing behind her .
3544416931.jpg, A laughing older woman in a light pink shirt sits with three young boys behind her .
3544416931.jpg, Group of males surrounding a female sitting in a chair .
3544673666.jpg, A dog stands on its hind legs to catch a ball in its mouth .
3544673666.jpg, A brown dog leaps in the air to catch a white volleyball .
3544673666.jpg, The leashed dog jumps high to catch the old soccer ball .
3544673666.jpg, A dog jumps to catch a toy near a brick house .
3544673666.jpg, The brown dog jumps up to catch the ball .
3544793763.jpg, A man wearing black boxing shorts and white boxing gloves and a man in white boxing shorts and white boxing gloves are fighting in the ring .
3544793763.jpg, Two boxers fight in a well-lit ring surrounded by poorly-lit seating .
3544793763.jpg, A boxer in black trunks taking a swing at a boxer in white trunks .
3544793763.jpg, a man in black shorts is boxing against and man in white shorts .
3544793763.jpg, Two men battle it out in a boxing match with white gloves .
3544803461.jpg, A black man in white shorts and a white man in black shorts boxing .
3544803461.jpg, Black and white man boxing .
3544803461.jpg, Two men boxing in a match .
3544803461.jpg, Two boxers are fighting .
3544803461.jpg, Two men box .
3545793128.jpg, Girl in a black and red shirt is standing up with a pole in her hand surrounded by people .
3545793128.jpg, A crowd of people gathered together and one woman is standing and holding a sign .
3545793128.jpg, Asian crowd with attractive woman in foreground
3545793128.jpg, A group of fans gather for some type of event .
3545793128.jpg, Young woman standing above a crowd .
3545976616.jpg," A crowd is watching a group of sidewalk acrobats , in the foreground a man standing on his hat ."
3545976616.jpg, A man wearing a red shirt is performing acrobatic stunts for a crowd of people .
3545976616.jpg, A man is standing on his head while he performs for a crowd .
3545976616.jpg, A crowd enjoying people street dancing .
3545976616.jpg, Men performing in front of a crowd .
3547000169.jpg, Three men are sitting inside of a store while the green neon lights flash on them from outside .
3547000169.jpg, Three men sitting behind a window ringed with green neon lights .
3547000169.jpg, Three men sit down in a building illuminated with green light .
3547000169.jpg, Three men seated looking through glass accented by green light
3547000169.jpg, Three men sit at the counter in a restaurant .
3547647914.jpg, A woman addressing a diverse group of people standing in the street .
3547647914.jpg, Woman in white pants and turquoise tank top faces away .
3547647914.jpg, Women and children are playing on a paved road .
3547647914.jpg, A group of people standing in the street
3547647914.jpg, Group of children in the street .
3548191125.jpg, A little boy in a red outfit is jumping on a trampoline .
3548191125.jpg, A young boy in a red uniform jumps on a trampoline .
3548191125.jpg, A child in a red outfit jumping on a trampoline .
3548191125.jpg, A little boy wearing red jumps into the air .
3548191125.jpg, A little boy in a red outfit is jumping .
3548358879.jpg, Asian boy with his sleeves rolled up is standing in front of what appears to be a game board with circular pieces .
3548358879.jpg, A man with dark hair and a gray shirt stands in front of a game board set out on a green table .
3548358879.jpg, A young boy stands next to a green desk on top of which a board game has been set up .
3548358879.jpg," Asian young boy with a gray sweater , playing an Asian game ."
3548358879.jpg, An Asian teen is playing a game .
3549186550.jpg, there 's nothing in the world like taking my kids out play and being a good dad .
3549186550.jpg, A man picks up and swings a young child while another child looks on .
3549186550.jpg, A man in a gray shirt play with his children .
3549186550.jpg, A man swings a little boy in a red shirt .
3549186550.jpg, Young father playing with his kids .
3549277110.jpg, The two children are in the bed with comic books .
3549277110.jpg, Two boys read spiderman and xmen comic books .
3549277110.jpg, Two young boys read comic books in bed .
3549277110.jpg, two boys reading superhero books
3549277110.jpg, Two children read in bed .
3549408779.jpg, A small black and white dog paddles in some clear blue water .
3549408779.jpg, A small black and white dog is swimming in water .
3549408779.jpg, A black and white dog is swimming in some water
3549408779.jpg, A black and white dog swims in blue water .
3549408779.jpg, A black and white dog swimming .
3550276904.jpg," An old woman with a big bag in her lap sits next to a little girl in a stripe , orange dress ."
3550276904.jpg, An old woman is sitting next to a young girl with her fingers in her mouth .
3550276904.jpg, A young girl with two fingers in her mouth sitting next to an older woman .
3550276904.jpg, An adult and a child sitting down and both are biting their fingernails .
3550276904.jpg, An older woman sits next to a small girl who is wearing a striped dress .
3550870909.jpg," A woman is sitting in a yellow chair near on a city plaza near a planter of coleus and impatiens , with her purse and bags at her feet ."
3550870909.jpg, A blond in flip-flops and shorts is sitting on a yellow chair outside .
3550870909.jpg, A woman sitting outdoors in a yellow chair using an electronic device .
3550870909.jpg, A blond girl sitting in a yellow chair texting .
3550870909.jpg, A blond woman in a tan shirt sending a text .
3551092405.jpg," the man is celebrating a big win and he opened a bottle of wine , but it squirted out all in the air ."
3551092405.jpg, Sports player opening a bottle of champagne to celebrate his victory
3551092405.jpg, A man in a white shirt squirting a bottle of a drink and smiling .
3551092405.jpg, A man looks excited as he begins to spray champagne in the air .
3551092405.jpg, A sports player celebrates by spraying champagne outdoors .
3551781969.jpg, Young child in a bright red shirt smiles with enjoyment as she is hoisted into the air .
3551781969.jpg, A girl is in midair with cables tied to her surrounded by blue skies .
3551781969.jpg, Young girl in red t-shirt jumping in jumping apparatus
3551781969.jpg, Woman connected to a bungee harness in the air .
3551781969.jpg, Young girl bungee jumping .
3552136801.jpg," In a baseball game , one of the players is about to throw the ball , with a runner in the background and a teammate close behind ."
3552136801.jpg," A baseball player , in a white uniform and red hat , is getting ready to throw a ball on a sunny day ."
3552136801.jpg, A baseball player ( not the pitcher ) is winding up to throw the ball to another player .
3552136801.jpg, A pitcher prepares to throw a ball as a runner heads for third base .
3552136801.jpg, A baseball player in a gray uniform throws a ball to a teammate .
3552206648.jpg, The large white bird swoops down hovering above the water .
3552206648.jpg, A white swan is skimming across the surface of the water .
3552206648.jpg, A swan taking off from the water .
3552206648.jpg, A swan landing in a lake .
3552206648.jpg, A swan is above water .
3556485995.jpg, two men each carrying a stick playing a sport competition
3556485995.jpg, Two field hockey players with their sticks in the air
3556485995.jpg, Two cricket players holding their sticks in the air .
3556485995.jpg, Two men play lacrosse or field hockey .
3556485995.jpg, Two men playing hockey .
3557324238.jpg, A boy with glasses on standing in the sand throws a yellow balloon in the air .
3557324238.jpg, The person is throwing a yellow object in the air while standing on sand .
3557324238.jpg, A person wearing glasses is in the sand reaching for a yellow ball .
3557324238.jpg, A person throwing a yellow ball in the air .
3557324238.jpg, The boy is playing ball in the sand .
355814651.jpg, Two people are walking through a path with branches from neighboring trees overhead .
355814651.jpg, Three people walking through a wooded area during the day .
355814651.jpg, Two friends walking among the shadows of the trees .
355814651.jpg, children walking between a row of large trees .
355814651.jpg, People walk on the grass between some trees .
3558796959.jpg, A tennis player on a clay court runs to the ball .
3558796959.jpg, An asian tennis player returning a serve .
3558796959.jpg, a woman in a white shirt is playing tennis
3558796959.jpg, Tennis player running for the ball .
3558796959.jpg, a woman returns the tennis ball .
3559993787.jpg, Person on bike in air above two large boulders with sun overhead .
3559993787.jpg, A man jumps his bicycle in the air between two rocks .
3559993787.jpg, a guy on a bike jumping from one large rock to another
3559993787.jpg, a cyclist is making his bike jump between two rocks .
3559993787.jpg, A biker in the woods .
3560081723.jpg, person wearing a helmet on a four wheeled bike in air
3560081723.jpg, A man riding an ATV makes a jump over a dirt road .
3560081723.jpg, A racer on an ATV leaves the ground in a jump .
3560081723.jpg, The man does a trick on the fourwheeler .
3560081723.jpg, A man driving a four-wheeler off-road .
3560503470.jpg, A row of bicycles are lined up next to several people sitting on a wood dock located between a marina and across from a grassy field .
3560503470.jpg," A row of bicycles , and people sitting on a dock , near the waterside ."
3560503470.jpg, Some people and their bicycles lined up at a waterfront dock .
3560503470.jpg, People sit next to a row of bikes and the water .
3560503470.jpg, Bicycles lined up along a boardwalk .
3560726559.jpg, The man in the black suit and hat is holding the hand of the girl in the green dress whilst looking away from each other .
3560726559.jpg, A well dressed young couple hold hands and pull in different directions in front of trees .
3560726559.jpg, A young boy wearing a suit and top hat is holding hands with a girl in a green dress .
3560726559.jpg, A man and a woman holding hands try to go their opposite ways .
3560726559.jpg, Young couple in formal attire hold hands
3560965055.jpg, A band on stage playing a cello and guitars while singing into microphones .
3560965055.jpg, Four musicians stand and play their instrument and sing into microphones .
3560965055.jpg, four men are on stage performing music .
3560965055.jpg, A band playing music together .
3560965055.jpg, A 4 member band performing .
3561498139.jpg, A tall dining room chair in a dry field with a woman with cat 's eyeglasses and a frilly green dress having just jumped off it .
3561498139.jpg, A novice gymnast shows her acrobatic talent by leaping from a bar stool .
3561498139.jpg, A woman in a green dress jumps off a chair in the middle of a field .
3561498139.jpg, A girl in a green print dress is jumping over a chair in a field .
3561498139.jpg, Female jumping off a bar stool in the middle of a field .
3562537872.jpg, a woman points with her left hand wearing navy blue clothes as a man wearing a visor backwards stands looking at her .
3562537872.jpg, A young woman in a black tank-top directs her friends on a sports field .
3562537872.jpg, A woman in a vacant lot pointing at something .
3562537872.jpg, A man and woman playing a game outside .
3562537872.jpg, A woman standing in a field pointing .
3563059800.jpg, A man with brown hair and a five o'clock shadow is wearing sunglasses and sitting at a table with cans of soda and other drinks .
3563059800.jpg, A man in sunglasses sitting at a table full of various kinds of soda .
3563059800.jpg, A man wearing sunglasses sitting next to a table full of beverages .
3563059800.jpg, A young man with brown hair and sunglasses sits by cans of soda .
3563059800.jpg, A man is sitting at a table filled with softdrinks .
3563871276.jpg," This person , whose board displays an orange and yellow sail , is sailing through the water ."
3563871276.jpg, There is a person on a sailboard with an orange and yellow sail out on the water .
3563871276.jpg, That person is in the water with a World festival sign .
3563871276.jpg, A windboarder stands on their windboard in the ocean .
3563871276.jpg, A person stands on a boat in the ocean .
3563924606.jpg, Two brown and white puppies are playing tug-of-war with a blue strip of fabric .
3563924606.jpg, Two puppies are tugging on a rag in the grass .
3563924606.jpg, Two dogs fight over a piece of cloth .
3563924606.jpg, Two puppies pulling on a string .
3563924606.jpg, Two dogs tug at a blue leash .
3564148252.jpg, A man on a motorcycle touches his knee to the ground during a sharp turn .
3564148252.jpg, The motorcycle rider in yellow and black is making a turn .
3564148252.jpg, A motorcycle racer riding a yellow motorcycle .
3564148252.jpg, A yellow motorcycle and rider take a turn .
3564148252.jpg, A person on a motorcycle .
35652137.jpg," A woman is holding a large bundle of Mickey Mouse , Minnie Mouse , and Buzz Lightyear balloons while a man in a straw hat looks on ."
35652137.jpg, The vendor is holding a lot of balloons created in the shape of Disney characters .
35652137.jpg," A woman holding a bunch of Mickey Mouse , Minnie Mouse , Buzz Lightyear balloons ."
35652137.jpg, A man and woman selling balloons of Disney characters .
35652137.jpg, Woman holding a group of balloons .
3565655045.jpg, A scuba diver emerges from the water and pulls himself onto the rocks .
3565655045.jpg, A man is standing in the ocean and holding on tho the rock .
3565655045.jpg, A man wearing a wetsuit is climbing a rock along a beach .
3565655045.jpg, Man hangs onto rock while out in the ocean .
3565655045.jpg, A man climbs out of the ocean onto a rock
3565822548.jpg," A man using a computer on a desk with another man standing in front of him , with a third man at a cash register is leaning on the counter ."
3565822548.jpg, A guy in a yellow shirt is receiving service from a guy in a gray shirt .
3565822548.jpg, An asian man is at the front desk of a store for assistance .
3565822548.jpg, Ethnic professionals are working at a computer station
3565822548.jpg, A man in a yellow shirt standing at a counter .
3566111626.jpg, A bicyclist is attempting a trick over a jump nearby a bush and wooden building .
3566111626.jpg, An extreme cyclist flying through the air on his green bike in a rural area
3566111626.jpg, Person jumping bicycle off cliff beside building on hill
3566111626.jpg, A biker spins his bike in the air above the ground .
3566111626.jpg, A person on a bike get airborne .
356793404.jpg, A person swimming underwater poses for a picture with some underwater vegetation .
356793404.jpg," A man is diving next to some sort of weird looking plant , underwater ."
356793404.jpg, A scuba diver is enjoying the view from underwater near a coral reef .
356793404.jpg, A diver underwater posing next to a large aquatic organism .
356793404.jpg, The diver poses next to a beautiful underwater plant .
3568605391.jpg, Two police officers are standing next to another officer who is sitting on a motorcycle .
3568605391.jpg, one policeman sitting on his motorcycle with two fellow policeman standing to the left
3568605391.jpg," Three policemen , one on his cop bike , wearing black uniforms with black boots ."
3568605391.jpg, Two standing policemen and one sitting on a motorcycle smile for the camera .
3568605391.jpg, Two policemen are standing and one policeman is sitting on his motorcycle .
3569420080.jpg, A military uniformed man with a purple accented hair female standing on concrete .
3569420080.jpg, A smiling man in naval officers uniform stands next to a woman with purple hair .
3569420080.jpg, A man in a uniform stands next to a girl with purple hair holding a cup .
3569420080.jpg, A woman with purple hair and a man in military regalia .
3569420080.jpg, Man in uniform stands near woman with purple hair .
3569667295.jpg, a black and white dog is running though water whilst bearing its teeth .
3569667295.jpg, A dog is running through the water with its mouth wide open .
3569667295.jpg, A black and white dog is running and splashing in water .
3569667295.jpg, A spotted black and white dog splashes in the water .
3569667295.jpg, An open-mouthed dog is running through the water .
3569755200.jpg, The two young women are laughing outdoors by a tree trunk .
3569755200.jpg," Two schoolgirls peeking around a tree , and laughing ."
3569755200.jpg, Two girls are posing behind a tree with big smiles .
3569755200.jpg," Two girls lean around a tree , laughing ."
3569755200.jpg, Two girls next to a mossy tree .
3569979711.jpg, A teenage boy is doing a back flip in midair on the beach .
3569979711.jpg, A person in midair doing a flip along the beach
3569979711.jpg, A boy doing a flip in the air at the beach .
3569979711.jpg, A man doing a back flip on the beach .
3569979711.jpg, A boy does a flip on the beach .
3572056273.jpg, Two men in fatigues and 9 people in civilian clothes all do push ups on mats in a flat grassy area .
3572056273.jpg, Two men in fatigues are doing push ups with nine people doing push ups on blue mats .
3572056273.jpg, Military men are doing push-ups with young people on blue mats .
3572056273.jpg, Ladies being taken through an exercise routine by the military
3572056273.jpg, People doing push ups on blue mats .
3572864628.jpg, a military woman is demonstrating how to check someones blood pressure
3572864628.jpg, A group of people are gathered around a person laying on the ground .
3572864628.jpg, A US Army soldier teaches a student how to treat wounds
3572864628.jpg, The ROTC unit is practicing first aid techniques .
3572864628.jpg, a man in camouflage reaching for something .
3573436368.jpg, A woman in an orange dress walking across a stone bridge with a very blue sky behind her .
3573436368.jpg, Woman in an orange skirt walking on concrete bridge .
3573436368.jpg, A woman in a dress is crossing a suspended bridge .
3573436368.jpg, A woman is carrying a child across a stone bridge .
3573436368.jpg, Woman in a dress walking across a bridge .
357402532.jpg," A lady who has on a white shirt with green pants and black boots , who looks like she 's enjoying the leaves ."
357402532.jpg, A smiling girl walks through a flurry of leaves falling in a forest .
357402532.jpg, A very happy person walking in the woods with the leaves blowing .
357402532.jpg, A happy girl in a forest with leaves falling from a tree .
357402532.jpg, A woman playing in falling leaves in the woods .
3574962735.jpg, A girl with red-hair is standing outside and talking to a man in a white t-shirt and another man that is loosing his hair .
3574962735.jpg, A small crowd of people sitting at tables and consuming food or beverages while others are standing or walking .
3574962735.jpg, People sitting and walking along a sidewalk cafe just off the dock .
3574962735.jpg, People gather on a dock and drink beers .
3574962735.jpg, People drinking beer on a doc .
3575971480.jpg, A group of 15 men and women in light weight clothing congregate near a street corner at an intersection in a city with large buildings and trees .
3575971480.jpg," A group of people , who look like tourists , standing around a city about to cross the street ."
3575971480.jpg, A group of people are congregating on a street corner .
3575971480.jpg, A group of people are listening to someone talk .
3575971480.jpg, People crossing a sidewalk in a European city .
3577868513.jpg," A baby is playing outdoors on a sunny day sitting in a colorful kids chair playing with toys , biting the top of a blue toy , with a back drop of green grass and neighborhood fence ."
3577868513.jpg, A baby in a dark blue shirt is in sitting in a walker playing with colorful toys .
3577868513.jpg, A baby in a black shirt is mouthing a blue elephant toy .
3577868513.jpg, A baby is staring at the camera and chewing on a toy .
3577868513.jpg, A baby in a chair chews on a blue toy outside .
357795992.jpg, A young girl drawing with a yellow crayon wearing her seat belt .
357795992.jpg," Girl holding a box of crayons , with a notebook in front of her ."
357795992.jpg, A girl in a sweater is drawing or coloring in a notebook .
357795992.jpg, A child drawing a picture using crayons
357795992.jpg, A girl draws with crayons .
3578318751.jpg, A large audience of people seated at banquet tables is watching the happenings on a stage surrounded by blue curtains .
3578318751.jpg, Three people are standing on a lit stage while groups of people sitting at tables face them .
3578318751.jpg, A woman in a white robe is speaking in front of an audience at a banquet .
3578318751.jpg, A large group of people watching a performer on a stage .
3578318751.jpg, An audience watching a performance .
3579131288.jpg, Two Asian women with short black hair talking with each other .
3579131288.jpg, The women is white is explaining something to the other women .
3579131288.jpg, Two ladies discussing something while one holds a bag .
3579131288.jpg, Two women with short hair talk to one another .
3579131288.jpg, two asian ladies have a conversation .
3580604460.jpg, A child wearing protective goggles fires a small gun .
3580604460.jpg, Child wearing glasses learning to shoot a gun .
3580604460.jpg, A little boy wearing goggles is holding a gun .
3580604460.jpg, A little boy in goggles aims a plastic gun .
3580604460.jpg, A child with a toy gun and goggles .
3580741947.jpg, Smartly dressed Asian women are passing by a doorway in the street .
3580741947.jpg, Three women in business wear walk across a courtyard .
3580741947.jpg, Two women wearing dresses are walking by a building .
3580741947.jpg, Three women in dress suits walk by a building .
3580741947.jpg, Business women walk outside .
3581416218.jpg, A black girl in a pink dress sits outside ; she has a plant growing in a sandal .
3581416218.jpg," A young child wearing a pink dress , playing with a blue sandal ."
3581416218.jpg, A child decorates a shoe with colorful sticks .
3581416218.jpg, A black child posing for a photo .
3581416218.jpg, A child in a pink dress outside .
3581818450.jpg, A big light brown dog runs on the green grass .
3581818450.jpg, A yellow dog running across a lush green lawn .
3581818450.jpg, A brown dog is running through green grass .
3581818450.jpg, A yellow dog runs through green grass .
3581818450.jpg, Long-haired dog running on a lawn
3582914905.jpg, Guy with something in his mouth in rushing water holding red and white striped rope
3582914905.jpg, A man with a shaved head and something in his mouth is holding on to a red rope .
3582914905.jpg, A man with a shaved head stands in a river and holds onto a rope .
3582914905.jpg, A person is in swirling water and holding onto a rope .
3582914905.jpg, A woman holding a rope against a river current .
3583258236.jpg, Man in a black shirt with a watch grilling many hotdogs on a stainless steel barbecue .
3583258236.jpg, A man grills sausages on a large steel grill .
3583258236.jpg, A man grilling hotdogs on a gas grill .
3583258236.jpg, A man grilling hotdogs and sausages .
3583258236.jpg, A man is grilling sausages .
3584812840.jpg," Left to right : a girl in an orange coat , a young boy with a camera and red coat , and a woman with a scarf ."
3584812840.jpg, Two little kids are trying out their new cameras which probably were given by the women in black .
3584812840.jpg," Two women and a child in an art gallery , the child is taking a photograph ."
3584812840.jpg, A young boy taking a picture through the glass and two females chatting .
3584812840.jpg," A family in their home , standing around a table ."
358607894.jpg, A man wearing a black hat opening a cardboard box .
358607894.jpg, A man in a black hat touches a cardboard box .
358607894.jpg," A man in a black hat , with a cardboard box ."
358607894.jpg, A man in a black hat reaches into a box .
358607894.jpg, The man is opening a box .
3586239953.jpg, Two people laying in the grass with legs above the ground and a building in the background .
3586239953.jpg, Two young boys roll down a grassy hill .
3586239953.jpg, Two children rolling down a grassy hill
3586239953.jpg, Two people tumble down a grassy hill .
3586239953.jpg, two people rolling down a grassy hill
3587009091.jpg, a dog swimming in some water where there are some ducks swimming also
3587009091.jpg, A dog is swimming through deep water near several ducks .
3587009091.jpg, A dog swims in deep water near three ducks .
3587009091.jpg, Three ducks and a dog swim in a lake .
3587009091.jpg, a dog swims near ducks .
3587666993.jpg, A businessman in a white sweater conducts necessary business in a plaza using a concrete abutment as a work table .
3587666993.jpg, A balding white-haired man talks on his cellphone outside while looking at a red notebook .
3587666993.jpg, A white-haired man in a white shirt looks at information in an orange-red binder .
3587666993.jpg, A man talks on his cellphone while leaning over some documents .
3587666993.jpg, An older man in a white sweater talks on a cellphone .
3590049329.jpg," Three snake charmers stand in the road while one pulls a snake out of a box , and another large snake rears its head back in the fore-ground ."
3590049329.jpg, People watching two men in brownish orange robes handling snakes on dirt road .
3590049329.jpg, Two men in long robes with snakes on the street with onlookers .
3590049329.jpg, Two men dressed in robes practice their snake charming skills .
3590049329.jpg, The men focus on a way to catch that snake .
3590557969.jpg, A man wearing very little clothing is doing a jump on a red bicycle .
3590557969.jpg, A man wearing no shirt and a hat jumps in the air on a red bicycle .
3590557969.jpg, A man wearing no shirt does a trick on his red and black bicycle .
3590557969.jpg, A shirtless man jumping a bike in the woods .
3590557969.jpg, A shirtless man jumps his bmx bike .
3590647207.jpg, Women are riding horses in an arena carrying the flags of Canada and the United States .
3590647207.jpg," Two women riding horses , carrying the American and Canadian flags at a rodeo ."
3590647207.jpg, A group of women riding horses while holding the flags of multiple nations
3590647207.jpg, cowgirls waving the United States flag and the Canada flag
3590647207.jpg, Several people on horseback carrying flags .
3590653633.jpg, A rodeo clown ties a rope around an older rodeo clown as he sits in the dirt .
3590653633.jpg," Two rodeo clowns , one young and one an adult , waiting their ques ."
3590653633.jpg, Two rodeo clowns are looking at something in the distance .
3590653633.jpg, A boy and a man dressed as rodeo clowns standing in sand
